Clave,Nombre,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos
30151,Tamiahua,48,8,4,3,5,11,17,45,7,8,1,9,6,14,66,6,4,1,7,27,21,47,6,4,1,3,16,17,49,1,2,3,6,14,23,52,3,4,5,6,7,27
30152,Tampico Alto,52,7,3,1,8,14,19,43,4,2,1,7,24,5,32,8,2,1,2,12,7,35,9,1,1,2,13,9,39,8,0,1,3,13,14,38,7,0,2,8,4,17
30153,Tancoco,19,2,0,4,3,4,6,7,1,1,0,0,0,5,5,0,0,0,0,2,3,15,3,1,0,1,5,5,7,1,0,0,1,2,3,4,0,1,0,0,1,2
30154,Tantima,34,5,1,1,5,6,16,11,2,0,0,1,5,3,25,2,3,0,2,11,7,8,3,0,0,3,2,0,9,1,0,2,2,1,3,9,0,1,2,0,1,5
30155,Tantoyuca,387,38,27,20,75,57,170,350,42,25,13,54,58,158,453,48,23,15,100,83,184,424,50,10,22,94,114,134,501,65,25,23,91,126,171,482,57,35,15,85,98,192
30156,Tatatila,11,1,0,3,4,1,2,12,2,1,1,2,2,4,12,1,1,1,3,0,6,14,1,0,0,3,1,9,13,0,0,0,6,0,7,19,0,4,1,7,3,4
30157,Castillo de Teayo,5,0,1,0,0,1,3,23,1,0,4,5,7,6,40,5,2,0,7,7,19,48,5,6,1,8,11,17,31,5,2,0,3,2,19,24,5,2,1,4,4,8
30158,Tecolutla,46,8,7,1,3,10,17,55,6,3,3,9,10,24,75,6,9,2,7,30,21,32,3,2,1,6,6,14,23,0,4,0,1,2,16,44,3,8,0,1,9,23
30159,Tehuipango,23,2,1,1,7,3,9,17,2,2,0,5,3,5,17,1,0,1,7,2,6,18,1,2,4,5,3,3,28,2,2,3,7,2,12,29,2,0,0,16,6,5
30160,Álamo Temapache,543,71,15,24,105,132,196,605,98,24,22,147,136,178,733,103,24,16,148,186,256,679,94,30,28,130,180,217,673,99,21,26,123,159,245,570,65,21,34,88,208,154
30161,Tempoal,56,8,9,2,9,4,24,135,16,8,5,12,54,40,207,26,8,6,37,80,50,58,12,6,2,10,12,16,78,16,4,7,11,8,32,70,4,1,8,12,17,28
30162,Tenampa,13,2,0,1,3,1,6,16,1,2,1,3,1,8,17,2,1,1,4,0,9,26,4,1,1,4,1,15,15,2,2,0,4,3,4,18,1,0,0,6,3,8
30163,Tenochtitlán,5,0,1,0,4,0,0,1,0,0,1,0,0,0,2,0,0,0,2,0,0,4,0,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0
30164,Teocelo,76,8,5,2,16,21,24,76,9,3,1,9,27,27,80,9,2,1,18,18,32,48,3,3,5,7,10,20,66,7,3,1,11,23,21,40,3,2,3,5,14,13
30165,Tepatlaxco,18,0,1,2,5,1,9,15,4,3,1,3,1,3,24,4,0,4,4,2,10,21,1,3,3,5,2,7,14,1,0,1,6,2,4,15,0,0,0,4,5,6
30166,Tepetlán,44,6,2,0,3,1,32,44,7,2,1,9,6,19,27,5,2,0,4,3,13,18,2,3,0,3,3,7,19,1,0,0,5,4,9,22,1,0,3,6,4,8
30167,Tepetzintla,13,1,0,1,1,2,8,79,6,8,0,14,23,28,22,4,1,0,5,7,5,20,1,3,1,5,2,8,16,1,1,1,2,3,8,26,3,0,2,7,4,10
30168,Tequila,43,4,7,3,5,4,20,38,4,5,2,5,3,19,23,2,2,0,9,3,7,35,4,4,2,12,2,11,58,10,2,1,15,9,21,52,3,2,2,10,10,25
30169,José Azueta,53,9,3,1,5,14,21,34,2,5,0,7,10,10,86,19,9,7,5,29,17,38,6,3,3,5,9,12,37,6,0,5,9,3,14,22,0,4,1,1,7,9
30170,Texcatepec,2,1,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,3,0,2,22,1,1,1,6,2,11
30171,Texhuacán,18,2,1,1,5,3,6,21,2,3,1,8,0,7,14,4,0,0,4,0,6,22,4,2,0,8,1,7,29,5,1,0,2,3,18,27,2,1,1,10,2,11
30172,Texistepec,44,5,6,3,6,3,21,34,3,3,0,6,7,15,66,6,6,2,8,13,31,43,4,3,1,5,2,28,39,1,5,1,5,5,22,37,2,5,0,5,7,18
30173,Tezonapa,388,35,17,9,110,64,153,301,38,18,14,63,64,104,294,35,13,14,67,68,97,365,38,19,5,85,115,103,302,33,8,15,72,71,103,367,37,8,4,72,123,123
30174,Tierra Blanca,598,90,31,35,91,175,176,855,135,24,41,159,279,217,1173,186,30,50,207,366,334,1411,179,29,54,231,505,413,1041,128,27,35,170,379,302,1018,98,22,42,146,402,308
30175,Tihuatlán,540,81,21,34,97,117,190,699,109,12,20,141,174,243,754,135,16,20,175,169,239,766,121,39,25,174,156,251,721,124,35,26,156,147,233,538,70,22,23,68,195,160
30176,Tlacojalpan,8,0,0,1,3,3,1,25,2,1,1,4,11,6,17,1,1,2,2,3,8,13,2,1,0,1,2,7,16,2,3,1,3,0,7,33,3,1,2,5,12,10
30177,Tlacolulan,33,1,3,2,7,6,14,23,2,0,1,3,6,11,40,4,5,2,4,9,16,56,2,4,2,4,14,30,39,6,0,2,3,11,17,50,3,1,3,7,9,27
30178,Tlacotalpan,66,6,4,2,14,7,33,26,7,2,0,4,4,9,40,0,4,0,5,7,24,54,3,3,1,8,9,30,34,3,4,0,5,3,19,36,2,2,0,5,6,21
30179,Tlacotepec de Mejía,7,0,2,0,1,0,4,7,1,0,0,3,0,3,12,1,1,1,3,1,5,21,3,0,2,3,3,10,16,2,0,1,4,3,6,18,3,1,2,3,2,7
30180,Tlachichilco,7,0,0,1,4,0,2,7,0,1,2,1,0,3,6,0,0,0,2,1,3,3,0,1,0,1,0,1,0,0,0,0,0,0,0,10,0,1,2,4,0,3
30181,Tlalixcoyan,245,42,9,8,55,61,70,244,31,9,7,57,69,71,152,16,7,5,32,38,54,97,9,6,5,18,21,38,218,19,10,16,22,76,75,163,14,8,1,24,53,63
30182,Tlalnelhuayocan,66,6,3,1,13,21,22,77,5,7,1,21,12,31,77,9,5,3,12,13,35,145,11,4,2,30,48,50,90,5,3,0,17,14,51,115,14,9,2,15,30,45
30183,Tlapacoyan,201,27,10,1,34,60,69,102,15,8,6,8,20,45,151,17,13,5,25,22,69,111,18,14,6,17,15,41,108,11,11,18,11,19,38,129,11,13,8,19,28,50
30184,Tlaquilpa,20,4,6,1,5,1,3,15,1,3,1,7,0,3,31,5,2,2,8,3,11,29,0,1,3,6,1,18,52,7,3,4,13,4,21,32,4,3,0,10,4,11
30185,Tlilapan,7,0,0,0,1,0,6,18,2,0,1,6,3,6,13,1,1,1,3,1,6,18,1,1,1,5,2,8,25,5,2,0,5,1,12,31,2,1,0,12,5,11
30186,Tomatlán,9,1,2,0,1,2,3,7,1,0,0,2,0,4,19,1,4,1,5,1,7,21,2,1,0,7,5,6,18,2,3,0,4,3,6,19,2,1,2,4,4,6
30187,Tonayán,12,2,2,0,2,0,6,10,1,1,0,0,5,3,26,3,0,0,6,2,15,11,0,3,0,3,2,3,5,0,0,0,0,1,4,24,2,2,0,5,3,12
30188,Totutla,62,1,2,2,16,10,31,54,10,2,1,16,11,14,77,8,5,6,17,11,30,88,12,3,3,11,22,37,53,11,0,2,8,16,16,67,9,3,1,21,15,18
30189,Tuxpan,2086,335,102,34,447,604,564,1985,293,60,18,412,627,575,1967,300,62,22,431,606,546,2108,292,73,32,410,751,550,2222,297,73,33,457,757,605,2167,275,86,36,374,852,544
30190,Tuxtilla,10,1,0,0,3,2,4,2,0,0,0,1,1,0,12,1,1,0,3,2,5,5,0,2,0,1,2,0,8,1,0,0,1,2,4,2,0,0,1,1,0,0
30191,Ursulo Galván,109,16,6,2,16,32,37,132,22,0,8,23,32,47,152,19,4,7,24,65,33,156,21,4,6,35,50,40,163,18,2,8,28,43,64,172,18,5,6,31,48,64
30192,Vega de Alatorre,88,9,11,7,5,28,28,27,8,2,2,5,4,6,56,9,2,7,9,15,14,40,4,3,2,5,14,12,55,1,4,6,9,15,20,89,11,4,6,11,30,27
30193,Veracruz,11795,1411,305,100,2404,3267,4308,11926,1370,385,94,2441,3657,3979,12650,1501,314,143,2532,3998,4162,12627,1461,360,129,2418,3802,4457,11734,1260,323,169,1966,3376,4640,9096,904,228,126,1437,3084,3317
30194,Villa Aldama,32,5,1,0,3,16,7,131,48,2,9,37,18,17,163,60,2,15,51,19,16,182,66,2,2,43,36,33,123,38,3,8,25,18,31,65,6,3,1,16,14,25
30195,Xoxocotla,9,0,1,2,4,1,1,8,0,0,0,3,0,5,4,1,0,0,2,0,1,17,0,1,1,6,4,5,10,0,1,2,6,0,1,13,1,1,2,3,0,6
30196,Yanga,71,15,3,2,15,11,25,85,19,4,7,8,18,29,105,23,3,14,16,22,27,101,21,1,7,13,31,28,99,26,11,9,11,14,28,106,22,8,6,11,23,36
30197,Yecuatla,37,2,7,2,8,7,11,11,0,1,1,2,1,6,23,1,2,0,4,9,7,24,2,4,0,6,4,8,6,0,3,0,1,0,2,16,1,3,3,2,0,7
30198,Zacualpan,12,2,1,3,0,2,4,5,1,0,0,0,3,1,5,0,0,0,0,0,5,8,1,1,0,0,1,5,22,1,0,2,5,9,5,2,1,0,1,0,0,0
30199,Zaragoza,13,0,1,0,1,1,10,11,1,2,0,1,2,5,29,2,4,0,5,3,15,12,1,2,0,4,0,5,10,0,3,0,1,2,4,18,2,2,0,4,0,10
30200,Zentla,40,5,4,1,8,6,16,28,6,0,3,9,0,10,38,3,0,3,8,10,14,68,9,3,3,9,19,25,33,4,1,0,9,14,5,28,5,1,2,9,4,7
30201,Zongolica,342,30,33,8,108,44,119,286,16,19,9,89,31,122,282,25,10,8,101,30,108,280,21,16,10,89,39,105,368,28,13,15,108,51,153,247,24,13,8,50,49,103
30202,Zontecomatlán de López y Fuentes,16,1,0,2,4,4,5,12,1,0,0,4,2,5,7,1,0,0,2,2,2,8,0,0,0,2,0,6,5,1,0,0,1,2,1,20,1,0,3,8,1,7
30203,Zozocolco de Hidalgo,0,0,0,0,0,0,0,5,1,1,0,0,1,2,16,0,6,0,2,1,7,6,0,1,0,3,0,2,4,0,2,0,2,0,0,24,2,0,3,9,4,6
30204,Agua Dulce,430,50,33,8,60,120,159,382,45,24,8,52,107,146,394,47,23,2,51,116,155,545,78,20,11,75,154,207,450,64,19,12,83,108,164,455,47,23,11,51,142,181
30205,El Higo,74,11,3,5,12,13,30,68,6,1,2,10,23,26,19,3,0,4,1,2,9,25,2,3,2,4,5,9,5,0,0,0,1,1,3,21,0,3,1,6,0,11
30206,Nanchital de Lázaro Cárdenas del Río,297,41,16,8,62,71,99,294,52,10,7,47,94,84,376,54,19,2,72,118,111,332,41,8,9,68,110,96,277,42,11,11,51,66,96,283,46,6,6,49,81,95
30207,Tres Valles,367,46,24,11,50,112,124,435,59,9,14,90,131,132,507,66,12,15,89,181,144,551,93,12,22,92,193,139,647,71,17,17,112,225,205,528,57,13,24,87,217,130
30208,Carlos A. Carrillo,261,21,7,6,61,72,94,130,13,3,4,38,21,51,182,17,4,8,52,63,38,189,24,10,2,51,54,48,160,17,11,3,41,30,58,128,17,3,3,25,40,40
30209,Tatahuicapan de Juárez,57,4,2,2,15,7,27,42,5,5,1,11,2,18,53,4,4,2,12,5,26,31,4,7,0,9,0,11,16,1,4,0,3,0,8,20,2,7,0,3,1,7
30210,Uxpanapa,99,10,13,4,11,13,48,118,15,9,3,16,30,45,101,9,8,6,17,25,36,112,16,7,8,14,32,35,131,22,12,4,23,24,46,103,12,9,7,15,26,34
30211,San Rafael,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30212,Santiago Sochiapan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,2,5,3,4,12
30996,No especificado,15,0,0,9,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
30997,Otros estados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30998,Otros municipios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001,Abalá,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31002,Acanceh,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31003,Akil,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31004,Baca,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31005,Bokobá,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31006,Buctzotz,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31007,Cacalchén,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31008,Calotmul,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31009,Cansahcab,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31010,Cantamayec,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31011,Celestún,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31012,Cenotillo,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31013,Conkal,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31014,Cuncunul,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31015,Cuzamá,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31016,Chacsinkín,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31017,Chankom,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31018,Chapab,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31019,Chemax,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31020,Chicxulub Pueblo,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31021,Chichimilá,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31022,Chikindzonot,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31023,Chocholá,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31024,Chumayel,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31025,Dzán,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31026,Dzemul,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31027,Dzidzantún,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,32,2,0,1,5,12,12,726,84,2,6,98,134,402,0,0,0,0,0,0,0
31028,Dzilam de Bravo,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31029,Dzilam González,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31030,Dzitás,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31031,Dzoncauich,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31032,Espita,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31033,Halachó,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31034,Hocabá,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31035,Hoctún,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31036,Homún,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31037,Huhí,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31038,Hunucmá,725,84,2,5,142,145,347,ND,ND,ND,ND,ND,ND,ND,805,90,1,0,150,253,311,894,91,2,4,161,223,413,1107,114,1,3,176,215,598,861,112,0,0,169,285,295
31039,Ixil,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31040,Izamal,1112,129,5,13,251,219,495,ND,ND,ND,ND,ND,ND,ND,1656,195,3,30,335,285,808,1675,248,4,21,348,278,776,1623,171,5,13,279,272,883,1309,181,6,3,259,274,586
31041,Kanasín,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31042,Kantunil,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31043,Kaua,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31044,Kinchil,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31045,Kopomá,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31046,Mama,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31047,Maní,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31048,Maxcanú,681,50,3,7,183,106,332,ND,ND,ND,ND,ND,ND,ND,507,51,1,8,104,79,264,682,68,2,5,149,118,340,701,78,0,9,150,126,338,662,83,1,9,147,148,274
31049,Mayapán,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31050,Mérida,36608,4773,467,145,7110,6778,17335,ND,ND,ND,ND,ND,ND,ND,44633,5305,521,141,8276,9493,20897,40869,4708,554,185,8412,7790,19220,41836,4474,561,134,8140,7969,20558,40732,4406,665,104,7242,9128,19187
31051,Mocochá,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31052,Motul,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,76,1,13,143,231,266
31053,Muna,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31054,Muxupip,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31055,Opichén,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31056,Oxkutzcab,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31057,Panabá,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31058,Peto,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31059,Progreso,2093,238,9,5,343,650,848,ND,ND,ND,ND,ND,ND,ND,2652,264,11,10,399,747,1221,2457,240,10,5,293,637,1272,2387,208,7,3,225,488,1456,2240,228,3,5,261,562,1181
31060,Quintana Roo,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31061,Río Lagartos,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31062,Sacalum,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31063,Samahil,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31064,Sanahcat,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31065,San Felipe,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31066,Santa Elena,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31067,Seyé,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31068,Sinanché,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31069,Sotuta,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31070,Sucilá,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31071,Sudzal,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31072,Suma,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31073,Tahdziú,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31074,Tahmek,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31075,Teabo,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
